lead_code,call_type,disposition,duration,start_time,transcript_json
LDSMFG_120125,BOT,ANSWERED,34,2025-01-08,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_185818,BOT,ANSWERED,1,2025-01-16,{}
LDSMFG_149420,BOT,BUSY,290,2025-01-05,{}
LDSMFG_165591,BOT,NO_ANSWER,220,2025-01-27,{}
LDSMFG_114378,BOT,ANSWERED,287,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_170066,BOT,NO_ANSWER,77,2025-01-30,{}
LDSMFG_147281,BOT,NO_ANSWER,220,2025-01-15,{}
LDSMFG_199666,BOT,NO_ANSWER,102,2025-01-15,{}
LDSMFG_191582,BOT,BUSY,229,2025-01-07,{}
LDSMFG_158176,BOT,NO_ANSWER,79,2025-01-25,{}
LDSMFG_159244,BOT,NO_ANSWER,245,2025-01-07,{}
LDSMFG_174533,BOT,ANSWERED,82,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_198691,BOT,ANSWERED,175,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_179093,BOT,ANSWERED,52,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_108408,BOT,NO_ANSWER,257,2025-01-06,{}
LDSMFG_149353,BOT,NO_ANSWER,119,2025-01-19,{}
LDSMFG_126127,BOT,NO_ANSWER,84,2025-01-27,{}
LDSMFG_175593,BOT,NO_ANSWER,138,2025-01-14,{}
LDSMFG_142328,BOT,ANSWERED,287,2025-01-11,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_109078,BOT,BUSY,150,2025-01-12,{}
LDSMFG_146148,BOT,ANSWERED,234,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_173094,BOT,BUSY,9,2025-01-21,{}
LDSMFG_171283,BOT,NO_ANSWER,27,2025-01-02,{}
LDSMFG_193661,BOT,BUSY,279,2025-01-20,{}
LDSMFG_132375,BOT,NO_ANSWER,240,2025-01-08,{}
LDSMFG_176300,BOT,BUSY,254,2025-01-30,{}
LDSMFG_121863,BOT,ANSWERED,255,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_124809,BOT,ANSWERED,45,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_140042,BOT,NO_ANSWER,137,2025-01-17,{}
LDSMFG_170278,BOT,ANSWERED,161,2025-01-05,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_137989,BOT,NO_ANSWER,209,2025-01-07,{}
LDSMFG_162474,BOT,NO_ANSWER,166,2025-01-13,{}
LDSMFG_146276,BOT,BUSY,263,2025-01-26,{}
LDSMFG_114200,BOT,BUSY,83,2025-01-29,{}
LDSMFG_155991,BOT,BUSY,213,2025-01-08,{}
LDSMFG_136550,BOT,ANSWERED,193,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_151842,BOT,ANSWERED,23,2025-01-03,{}
LDSMFG_157103,BOT,NO_ANSWER,232,2025-01-25,{}
LDSMFG_189766,BOT,ANSWERED,262,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_133628,BOT,BUSY,173,2025-01-28,{}
LDSMFG_116567,BOT,BUSY,162,2025-01-07,{}
LDSMFG_172288,BOT,NO_ANSWER,61,2025-01-11,{}
LDSMFG_118616,BOT,BUSY,211,2025-01-20,{}
LDSMFG_152282,BOT,NO_ANSWER,2,2025-01-29,{}
LDSMFG_164218,BOT,NO_ANSWER,244,2025-01-07,{}
LDSMFG_196102,BOT,ANSWERED,27,2025-01-25,{}
LDSMFG_169556,BOT,ANSWERED,117,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_146755,BOT,NO_ANSWER,257,2025-01-27,{}
LDSMFG_147428,BOT,NO_ANSWER,237,2025-01-17,{}
LDSMFG_146308,BOT,NO_ANSWER,58,2025-01-24,{}
LDSMFG_172894,BOT,NO_ANSWER,4,2025-01-09,{}
LDSMFG_157964,BOT,ANSWERED,153,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_182675,BOT,NO_ANSWER,47,2025-01-05,{}
LDSMFG_158456,BOT,NO_ANSWER,96,2025-01-04,{}
LDSMFG_163690,BOT,NO_ANSWER,82,2025-01-30,{}
LDSMFG_172693,BOT,NO_ANSWER,290,2025-01-04,{}
LDSMFG_165252,BOT,NO_ANSWER,264,2025-01-19,{}
LDSMFG_185892,BOT,ANSWERED,104,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_198721,BOT,NO_ANSWER,155,2025-01-29,{}
LDSMFG_174378,BOT,BUSY,139,2025-01-05,{}
LDSMFG_125620,BOT,NO_ANSWER,55,2025-01-06,{}
LDSMFG_185975,BOT,NO_ANSWER,225,2025-01-25,{}
LDSMFG_129753,BOT,NO_ANSWER,84,2025-01-02,{}
LDSMFG_195144,BOT,NO_ANSWER,204,2025-01-11,{}
LDSMFG_113003,BOT,NO_ANSWER,208,2025-01-02,{}
LDSMFG_191762,BOT,NO_ANSWER,204,2025-01-27,{}
LDSMFG_102085,BOT,NO_ANSWER,121,2025-01-10,{}
LDSMFG_162861,BOT,NO_ANSWER,207,2025-01-17,{}
LDSMFG_127809,BOT,NO_ANSWER,83,2025-01-20,{}
LDSMFG_150261,BOT,NO_ANSWER,203,2025-01-22,{}
LDSMFG_153783,BOT,NO_ANSWER,199,2025-01-01,{}
LDSMFG_174112,BOT,NO_ANSWER,148,2025-01-09,{}
LDSMFG_133993,BOT,NO_ANSWER,284,2025-01-19,{}
LDSMFG_121379,BOT,NO_ANSWER,230,2025-01-08,{}
LDSMFG_123329,BOT,NO_ANSWER,54,2025-01-08,{}
LDSMFG_131998,BOT,ANSWERED,238,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_188745,BOT,NO_ANSWER,155,2025-01-23,{}
LDSMFG_125820,BOT,ANSWERED,87,2025-01-09,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_120373,BOT,NO_ANSWER,49,2025-01-24,{}
LDSMFG_118377,BOT,ANSWERED,213,2025-01-22,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_166256,BOT,ANSWERED,240,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_107215,BOT,BUSY,298,2025-01-23,{}
LDSMFG_136900,BOT,BUSY,114,2025-01-02,{}
LDSMFG_198442,BOT,ANSWERED,231,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_134919,BOT,ANSWERED,151,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_159239,BOT,NO_ANSWER,265,2025-01-26,{}
LDSMFG_128304,BOT,BUSY,133,2025-01-20,{}
LDSMFG_111023,BOT,NO_ANSWER,92,2025-01-08,{}
LDSMFG_165104,BOT,ANSWERED,283,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_183887,BOT,ANSWERED,192,2025-01-11,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_199374,BOT,NO_ANSWER,169,2025-01-14,{}
LDSMFG_170275,BOT,NO_ANSWER,9,2025-01-23,{}
LDSMFG_160878,BOT,ANSWERED,107,2025-01-04,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_129241,BOT,NO_ANSWER,262,2025-01-22,{}
LDSMFG_166798,BOT,ANSWERED,79,2025-01-27,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_113175,BOT,NO_ANSWER,192,2025-01-22,{}
LDSMFG_111978,BOT,NO_ANSWER,117,2025-01-22,{}
LDSMFG_145439,BOT,ANSWERED,38,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_121880,BOT,ANSWERED,249,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_123890,BOT,NO_ANSWER,3,2025-01-07,{}
LDSMFG_198386,BOT,BUSY,207,2025-01-14,{}
LDSMFG_199282,BOT,BUSY,112,2025-01-13,{}
LDSMFG_134539,BOT,NO_ANSWER,85,2025-01-28,{}
LDSMFG_159575,BOT,NO_ANSWER,106,2025-01-27,{}
LDSMFG_180666,BOT,NO_ANSWER,203,2025-01-26,{}
LDSMFG_144277,BOT,NO_ANSWER,132,2025-01-22,{}
LDSMFG_193640,BOT,ANSWERED,254,2025-01-20,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_106459,BOT,NO_ANSWER,148,2025-01-01,{}
LDSMFG_176300,BOT,BUSY,3,2025-01-06,{}
LDSMFG_121762,BOT,NO_ANSWER,174,2025-01-20,{}
LDSMFG_151843,BOT,NO_ANSWER,288,2025-01-19,{}
LDSMFG_124902,BOT,NO_ANSWER,249,2025-01-28,{}
LDSMFG_197480,BOT,ANSWERED,87,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_169716,BOT,ANSWERED,244,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_146436,BOT,NO_ANSWER,176,2025-01-26,{}
LDSMFG_180667,BOT,ANSWERED,285,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_180711,BOT,ANSWERED,172,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_131704,BOT,NO_ANSWER,217,2025-01-05,{}
LDSMFG_181079,BOT,ANSWERED,193,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_132259,BOT,ANSWERED,149,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_139043,BOT,NO_ANSWER,92,2025-01-03,{}
LDSMFG_162593,BOT,ANSWERED,65,2025-01-20,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_134229,BOT,ANSWERED,136,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_102782,BOT,NO_ANSWER,116,2025-01-27,{}
LDSMFG_161399,BOT,ANSWERED,15,2025-01-08,{}
LDSMFG_123328,BOT,NO_ANSWER,179,2025-01-25,{}
LDSMFG_140107,BOT,NO_ANSWER,121,2025-01-23,{}
LDSMFG_101368,BOT,NO_ANSWER,88,2025-01-25,{}
LDSMFG_194842,BOT,ANSWERED,81,2025-01-11,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_129494,BOT,NO_ANSWER,282,2025-01-10,{}
LDSMFG_101895,BOT,NO_ANSWER,55,2025-01-25,{}
LDSMFG_181420,BOT,NO_ANSWER,57,2025-01-26,{}
LDSMFG_109085,BOT,NO_ANSWER,220,2025-01-05,{}
LDSMFG_158024,BOT,ANSWERED,38,2025-01-23,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_124942,BOT,BUSY,267,2025-01-08,{}
LDSMFG_179639,BOT,NO_ANSWER,33,2025-01-27,{}
LDSMFG_139853,BOT,ANSWERED,262,2025-01-14,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_159199,BOT,NO_ANSWER,274,2025-01-01,{}
LDSMFG_145789,BOT,ANSWERED,245,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_132444,BOT,ANSWERED,176,2025-01-09,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_119288,BOT,ANSWERED,84,2025-01-11,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_137063,BOT,NO_ANSWER,285,2025-01-29,{}
LDSMFG_134745,BOT,NO_ANSWER,259,2025-01-06,{}
LDSMFG_176343,BOT,ANSWERED,210,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_150689,BOT,NO_ANSWER,277,2025-01-05,{}
LDSMFG_157746,BOT,NO_ANSWER,239,2025-01-16,{}
LDSMFG_162383,BOT,NO_ANSWER,5,2025-01-02,{}
LDSMFG_161033,BOT,NO_ANSWER,259,2025-01-14,{}
LDSMFG_172204,BOT,NO_ANSWER,239,2025-01-13,{}
LDSMFG_143995,BOT,NO_ANSWER,279,2025-01-05,{}
LDSMFG_143461,BOT,NO_ANSWER,113,2025-01-22,{}
LDSMFG_166014,BOT,NO_ANSWER,35,2025-01-14,{}
LDSMFG_190965,BOT,ANSWERED,198,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_108454,BOT,NO_ANSWER,267,2025-01-07,{}
LDSMFG_189733,BOT,ANSWERED,11,2025-01-19,{}
LDSMFG_107396,BOT,BUSY,78,2025-01-01,{}
LDSMFG_196504,BOT,NO_ANSWER,233,2025-01-22,{}
LDSMFG_137368,BOT,NO_ANSWER,215,2025-01-21,{}
LDSMFG_136711,BOT,NO_ANSWER,232,2025-01-14,{}
LDSMFG_175715,BOT,NO_ANSWER,108,2025-01-26,{}
LDSMFG_156382,BOT,ANSWERED,37,2025-01-05,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_151475,BOT,NO_ANSWER,161,2025-01-17,{}
LDSMFG_113370,BOT,NO_ANSWER,143,2025-01-07,{}
LDSMFG_132966,BOT,NO_ANSWER,132,2025-01-15,{}
LDSMFG_101193,BOT,NO_ANSWER,40,2025-01-06,{}
LDSMFG_107368,BOT,ANSWERED,181,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_147106,BOT,ANSWERED,174,2025-01-30,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_150433,BOT,BUSY,285,2025-01-05,{}
LDSMFG_197706,BOT,NO_ANSWER,106,2025-01-03,{}
LDSMFG_143552,BOT,ANSWERED,152,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_110972,BOT,ANSWERED,119,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_135996,BOT,BUSY,181,2025-01-27,{}
LDSMFG_104779,BOT,ANSWERED,108,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_137865,BOT,NO_ANSWER,3,2025-01-12,{}
LDSMFG_186467,BOT,NO_ANSWER,26,2025-01-27,{}
LDSMFG_123622,BOT,BUSY,114,2025-01-06,{}
LDSMFG_173034,BOT,NO_ANSWER,248,2025-01-04,{}
LDSMFG_191254,BOT,NO_ANSWER,169,2025-01-16,{}
LDSMFG_152716,BOT,NO_ANSWER,12,2025-01-18,{}
LDSMFG_163292,BOT,NO_ANSWER,1,2025-01-25,{}
LDSMFG_181592,BOT,NO_ANSWER,257,2025-01-15,{}
LDSMFG_107544,BOT,BUSY,270,2025-01-07,{}
LDSMFG_189041,BOT,NO_ANSWER,171,2025-01-18,{}
LDSMFG_185516,BOT,NO_ANSWER,291,2025-01-30,{}
LDSMFG_156084,BOT,ANSWERED,88,2025-01-27,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_162063,BOT,BUSY,239,2025-01-18,{}
LDSMFG_145612,BOT,NO_ANSWER,88,2025-01-05,{}
LDSMFG_123618,BOT,NO_ANSWER,147,2025-01-23,{}
LDSMFG_139540,BOT,NO_ANSWER,14,2025-01-27,{}
LDSMFG_107797,BOT,ANSWERED,102,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_144428,BOT,NO_ANSWER,261,2025-01-24,{}
LDSMFG_125795,BOT,NO_ANSWER,286,2025-01-10,{}
LDSMFG_107321,BOT,NO_ANSWER,252,2025-01-26,{}
LDSMFG_158485,BOT,ANSWERED,205,2025-01-04,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_179912,BOT,ANSWERED,145,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_162270,BOT,ANSWERED,248,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_112417,BOT,NO_ANSWER,294,2025-01-06,{}
LDSMFG_189936,BOT,NO_ANSWER,280,2025-01-02,{}
LDSMFG_198254,BOT,ANSWERED,43,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_113726,BOT,ANSWERED,143,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_135913,BOT,ANSWERED,243,2025-01-20,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_105149,BOT,NO_ANSWER,71,2025-01-30,{}
LDSMFG_195139,BOT,ANSWERED,42,2025-01-30,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_160741,BOT,ANSWERED,245,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_102901,BOT,ANSWERED,183,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_100390,BOT,NO_ANSWER,27,2025-01-28,{}
LDSMFG_135063,BOT,NO_ANSWER,68,2025-01-21,{}
LDSMFG_113469,BOT,NO_ANSWER,171,2025-01-08,{}
LDSMFG_138964,BOT,BUSY,248,2025-01-29,{}
LDSMFG_128748,BOT,ANSWERED,200,2025-01-21,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_115865,BOT,NO_ANSWER,54,2025-01-04,{}
LDSMFG_108073,BOT,ANSWERED,282,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_145652,BOT,NO_ANSWER,60,2025-01-28,{}
LDSMFG_162413,BOT,NO_ANSWER,276,2025-01-08,{}
LDSMFG_123337,BOT,ANSWERED,9,2025-01-07,{}
LDSMFG_104566,BOT,NO_ANSWER,161,2025-01-26,{}
LDSMFG_126485,BOT,NO_ANSWER,104,2025-01-14,{}
LDSMFG_186169,BOT,ANSWERED,143,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_167709,BOT,NO_ANSWER,246,2025-01-12,{}
LDSMFG_171811,BOT,ANSWERED,113,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_159649,BOT,ANSWERED,252,2025-01-30,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_100296,BOT,NO_ANSWER,204,2025-01-01,{}
LDSMFG_106839,BOT,ANSWERED,259,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_173502,BOT,NO_ANSWER,241,2025-01-30,{}
LDSMFG_137111,BOT,NO_ANSWER,160,2025-01-13,{}
LDSMFG_163508,BOT,NO_ANSWER,179,2025-01-11,{}
LDSMFG_101908,BOT,ANSWERED,15,2025-01-02,{}
LDSMFG_192201,BOT,ANSWERED,122,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_142708,BOT,NO_ANSWER,153,2025-01-10,{}
LDSMFG_146308,BOT,NO_ANSWER,85,2025-01-25,{}
LDSMFG_120329,BOT,ANSWERED,166,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_149433,BOT,NO_ANSWER,109,2025-01-26,{}
LDSMFG_136408,BOT,NO_ANSWER,52,2025-01-17,{}
LDSMFG_101668,BOT,BUSY,123,2025-01-28,{}
LDSMFG_186028,BOT,NO_ANSWER,176,2025-01-27,{}
LDSMFG_169056,BOT,ANSWERED,107,2025-01-30,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_188022,BOT,NO_ANSWER,262,2025-01-24,{}
LDSMFG_106083,BOT,ANSWERED,173,2025-01-22,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_135733,BOT,ANSWERED,19,2025-01-21,{}
LDSMFG_124544,BOT,NO_ANSWER,221,2025-01-01,{}
LDSMFG_159418,BOT,NO_ANSWER,234,2025-01-11,{}
LDSMFG_114244,BOT,NO_ANSWER,30,2025-01-14,{}
LDSMFG_159768,BOT,NO_ANSWER,127,2025-01-24,{}
LDSMFG_187480,BOT,NO_ANSWER,80,2025-01-16,{}
LDSMFG_145811,BOT,NO_ANSWER,158,2025-01-09,{}
LDSMFG_107447,BOT,BUSY,282,2025-01-22,{}
LDSMFG_156873,BOT,ANSWERED,59,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_189494,BOT,ANSWERED,75,2025-01-22,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_164190,BOT,NO_ANSWER,131,2025-01-30,{}
LDSMFG_161025,BOT,NO_ANSWER,298,2025-01-14,{}
LDSMFG_107953,BOT,ANSWERED,65,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_188918,BOT,ANSWERED,86,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_186502,BOT,NO_ANSWER,287,2025-01-17,{}
LDSMFG_118617,BOT,ANSWERED,260,2025-01-04,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_191620,BOT,BUSY,296,2025-01-20,{}
LDSMFG_166953,BOT,NO_ANSWER,140,2025-01-02,{}
LDSMFG_113263,BOT,NO_ANSWER,133,2025-01-14,{}
LDSMFG_149810,BOT,ANSWERED,143,2025-01-11,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_130791,BOT,NO_ANSWER,103,2025-01-14,{}
LDSMFG_120367,BOT,NO_ANSWER,191,2025-01-01,{}
LDSMFG_178449,BOT,BUSY,266,2025-01-25,{}
LDSMFG_123616,BOT,ANSWERED,198,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_163199,BOT,NO_ANSWER,60,2025-01-19,{}
LDSMFG_143898,BOT,NO_ANSWER,166,2025-01-18,{}
LDSMFG_120312,BOT,NO_ANSWER,206,2025-01-19,{}
LDSMFG_109697,BOT,NO_ANSWER,245,2025-01-15,{}
LDSMFG_168294,BOT,NO_ANSWER,221,2025-01-01,{}
LDSMFG_110261,BOT,NO_ANSWER,236,2025-01-05,{}
LDSMFG_139206,BOT,NO_ANSWER,280,2025-01-10,{}
LDSMFG_112684,BOT,ANSWERED,143,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_134259,BOT,NO_ANSWER,99,2025-01-23,{}
LDSMFG_122797,BOT,BUSY,59,2025-01-17,{}
LDSMFG_144155,BOT,NO_ANSWER,237,2025-01-07,{}
LDSMFG_149247,BOT,ANSWERED,265,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_132706,BOT,NO_ANSWER,115,2025-01-08,{}
LDSMFG_192209,BOT,ANSWERED,63,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_198306,BOT,ANSWERED,163,2025-01-08,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_112727,BOT,ANSWERED,237,2025-01-23,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_190456,BOT,ANSWERED,8,2025-01-10,{}
LDSMFG_147509,BOT,ANSWERED,53,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_191501,BOT,NO_ANSWER,94,2025-01-28,{}
LDSMFG_178639,BOT,NO_ANSWER,201,2025-01-13,{}
LDSMFG_173270,BOT,NO_ANSWER,165,2025-01-20,{}
LDSMFG_115344,BOT,NO_ANSWER,124,2025-01-09,{}
LDSMFG_193530,BOT,NO_ANSWER,149,2025-01-24,{}
LDSMFG_176423,BOT,ANSWERED,96,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_107024,BOT,NO_ANSWER,143,2025-01-29,{}
LDSMFG_119973,BOT,ANSWERED,70,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_138332,BOT,NO_ANSWER,240,2025-01-30,{}
LDSMFG_190054,BOT,ANSWERED,139,2025-01-20,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_128014,BOT,NO_ANSWER,150,2025-01-16,{}
LDSMFG_175688,BOT,ANSWERED,226,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_114934,BOT,NO_ANSWER,167,2025-01-20,{}
LDSMFG_175632,BOT,NO_ANSWER,273,2025-01-02,{}
LDSMFG_194416,BOT,ANSWERED,109,2025-01-09,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_112760,BOT,NO_ANSWER,33,2025-01-30,{}
LDSMFG_133888,BOT,NO_ANSWER,4,2025-01-27,{}
LDSMFG_193317,BOT,NO_ANSWER,24,2025-01-02,{}
LDSMFG_183842,BOT,NO_ANSWER,221,2025-01-06,{}
LDSMFG_155709,BOT,NO_ANSWER,102,2025-01-03,{}
LDSMFG_107539,BOT,NO_ANSWER,227,2025-01-09,{}
LDSMFG_195695,BOT,NO_ANSWER,291,2025-01-22,{}
LDSMFG_109250,BOT,NO_ANSWER,118,2025-01-29,{}
LDSMFG_156019,BOT,ANSWERED,23,2025-01-11,{}
LDSMFG_198973,BOT,NO_ANSWER,272,2025-01-30,{}
LDSMFG_175547,BOT,ANSWERED,129,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_126436,BOT,NO_ANSWER,183,2025-01-02,{}
LDSMFG_190699,BOT,NO_ANSWER,268,2025-01-02,{}
LDSMFG_141273,BOT,NO_ANSWER,214,2025-01-06,{}
LDSMFG_185744,BOT,NO_ANSWER,272,2025-01-10,{}
LDSMFG_173459,BOT,NO_ANSWER,209,2025-01-11,{}
LDSMFG_180617,BOT,ANSWERED,226,2025-01-14,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_154958,BOT,NO_ANSWER,60,2025-01-03,{}
LDSMFG_153670,BOT,ANSWERED,198,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_102623,BOT,ANSWERED,138,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_179293,BOT,NO_ANSWER,231,2025-01-29,{}
LDSMFG_172611,BOT,ANSWERED,189,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_102428,BOT,NO_ANSWER,161,2025-01-21,{}
LDSMFG_114895,BOT,ANSWERED,122,2025-01-04,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_175017,BOT,NO_ANSWER,54,2025-01-03,{}
LDSMFG_173975,BOT,NO_ANSWER,120,2025-01-28,{}
LDSMFG_162994,BOT,NO_ANSWER,151,2025-01-15,{}
LDSMFG_179669,BOT,NO_ANSWER,228,2025-01-23,{}
LDSMFG_148316,BOT,NO_ANSWER,26,2025-01-13,{}
LDSMFG_122953,BOT,NO_ANSWER,183,2025-01-05,{}
LDSMFG_111908,BOT,ANSWERED,147,2025-01-09,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_189825,BOT,NO_ANSWER,295,2025-01-24,{}
LDSMFG_133649,BOT,ANSWERED,158,2025-01-27,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_124293,BOT,NO_ANSWER,102,2025-01-17,{}
LDSMFG_152157,BOT,NO_ANSWER,12,2025-01-02,{}
LDSMFG_195221,BOT,BUSY,158,2025-01-14,{}
LDSMFG_185574,BOT,NO_ANSWER,56,2025-01-10,{}
LDSMFG_113347,BOT,NO_ANSWER,88,2025-01-26,{}
LDSMFG_101391,BOT,NO_ANSWER,104,2025-01-05,{}
